dataset,sta,freq_hz,snr
main,A05F,0.0412,108.773
main,A05F,0.0476,229.971
main,A05F,0.0490,229.971
main,A05F,0.0504,282.664
main,A05F,0.0519,282.664
main,A05F,0.0534,282.664
main,A05F,0.0550,282.664
main,A05F,0.0566,282.664
main,A05F,0.0583,362.590
main,A05F,0.0600,362.590
main,A05F,0.0617,362.590
main,A05F,0.0636,428.007
main,A05F,0.0654,428.007
main,A05F,0.0673,497.731
main,A05F,0.0693,497.731
main,A05F,0.0713,497.731
main,A05F,0.0734,497.731
main,A05F,0.0756,567.456
main,A05F,0.0778,636.606
main,A05F,0.0801,422.002
main,A05F,0.0824,422.002
main,A05F,0.0848,369.592
main,A05F,0.0873,393.805
main,A05F,0.0899,441.817
main,A05F,0.0925,441.817
main,A05F,0.0952,573.231
main,A05F,0.0980,573.231
main,A05F,0.1009,588.359
main,A05F,0.1039,2423.508
main,A05F,0.1069,2530.222
main,A05F,0.1101,767.602
main,A05F,0.1133,807.122
main,A05F,0.1166,857.877
main,A05F,0.1200,857.877
main,A05F,0.1235,824.295
main,A05F,0.1272,994.394
main,A05F,0.1309,994.394
main,A05F,0.1347,969.345
main,A05F,0.1387,947.895
main,A05F,0.1428,840.588
main,A05F,0.1469,965.568
main,A05F,0.1512,909.943
main,A05F,0.1557,909.943
main,A05F,0.1602,1029.912
main,A05F,0.1649,1008.700
main,A05F,0.1698,966.783
main,A05F,0.1748,774.000
main,A05F,0.1799,721.243
main,A05F,0.1852,721.243
main,A05F,0.1906,773.172
main,A05F,0.1962,773.172
main,A05F,0.2019,671.733
main,A05F,0.2079,642.879
main,A05F,0.2140,640.728
main,A05F,0.2202,690.497
main,A05F,0.2267,643.149
main,A05F,0.2333,715.613
main,A05F,0.2402,695.925
main,A05F,0.2472,678.147
main,A05F,0.2545,586.406
main,A05F,0.2619,632.251
main,A05F,0.2696,673.779
main,A05F,0.2775,800.399
main,A05F,0.2857,1028.404
main,A05F,0.2940,1106.809
main,A05F,0.3027,1344.735
main,A05F,0.3115,1585.809
main,A05F,0.3207,1251.506
main,A05F,0.3301,1482.136
main,A05F,0.3397,1611.891
main,A05F,0.3497,1452.862
main,A05F,0.3600,1566.703
main,A05F,0.3705,1510.798
main,A05F,0.3814,1214.837
main,A05F,0.3926,1225.612
main,A05F,0.4041,1107.691
main,A05F,0.4159,1259.661
main,A05F,0.4281,1266.010
main,A05F,0.4407,1342.136
main,A05F,0.4536,1337.740
main,A05F,0.4669,1730.980
main,A05F,0.4806,1977.628
main,A05F,0.4947,2606.425
main,A05F,0.5092,3739.420
main,A05F,0.5241,4865.902
main,A05F,0.5395,5700.423
main,A05F,0.5553,6507.272
main,A05F,0.5716,6870.819
main,A05F,0.5884,7370.237
main,A05F,0.6056,7502.885
main,A05F,0.6234,7668.605
main,A05F,0.6417,8534.045
main,A05F,0.6605,9021.649
main,A05F,0.6798,8782.698
main,A05F,0.6998,8563.086
main,A05F,0.7203,8691.407
main,A05F,0.7414,8050.720
main,A05F,0.7632,9061.208
main,A05F,0.7855,9603.547
main,A05F,0.8086,9696.747
main,A05F,0.8323,11024.850
main,A05F,0.8567,12225.082
main,A05F,0.8818,13592.305
main,A05F,0.9077,15771.165
main,A05F,0.9343,17633.512
main,A05F,0.9617,19535.841
main,A05F,0.9899,21819.607
main,A05F,1.0189,21183.306
main,A05F,1.0488,22324.344
main,A05F,1.0796,22629.836
main,A05F,1.1112,21658.819
main,A05F,1.1438,20187.448
main,A05F,1.1773,17946.128
main,A05F,1.2119,16487.284
main,A05F,1.2474,14781.311
main,A05F,1.2840,15345.171
main,A05F,1.3216,15977.911
main,A05F,1.3604,16937.587
main,A05F,1.4003,15625.332
main,A05F,1.4414,15311.901
main,A05F,1.4836,15349.557
main,A05F,1.5271,15683.641
main,A05F,1.5719,17663.161
main,A05F,1.6180,18912.783
main,A05F,1.6655,21654.482
main,A05F,1.7143,22823.017
main,A05F,1.7646,21116.616
main,A05F,1.8163,24966.866
main,A05F,1.8696,28795.380
main,A05F,1.9244,30437.100
main,A05F,1.9808,31597.526
main,A05F,2.0389,32387.751
main,A05F,2.0987,33758.113
main,A05F,2.1602,32795.952
main,A05F,2.2236,31211.059
main,A05F,2.2888,33070.985
main,A05F,2.3559,33367.663
main,A05F,2.4250,29499.266
main,A05F,2.4961,28786.597
main,A05F,2.5693,29656.844
main,A05F,2.6447,29617.078
main,A05F,2.7222,29794.906
main,A05F,2.8020,29476.613
main,A05F,2.8842,29916.300
main,A05F,2.9688,30116.780
main,A05F,3.0558,28949.221
main,A05F,3.1454,31101.670
main,A05F,3.2377,31038.294
main,A05F,3.3326,28479.723
main,A05F,3.4304,27387.672
main,A05F,3.5310,26523.725
main,A05F,3.6345,26248.126
main,A05F,3.7411,26120.407
main,A05F,3.8508,25803.553
main,A05F,3.9637,27837.869
main,A05F,4.0799,26764.573
main,A05F,4.1996,25225.307
main,A05F,4.3227,25067.277
main,A05F,4.4495,25421.762
main,A05F,4.5800,25806.328
main,A05F,4.7143,28030.618
main,A05F,4.8525,29657.734
main,A05F,4.9948,34504.394
main,A05F,5.1413,34449.539
main,A05F,5.2921,36423.742
main,A05F,5.4472,41739.019
main,A05F,5.6070,44610.727
main,A05F,5.7714,43695.696
main,A05F,5.9406,40389.704
main,A05F,6.1148,38117.905
main,A05F,6.2942,36691.237
main,A05F,6.4787,35032.237
main,A05F,6.6687,31759.134
main,A05F,6.8643,32154.472
main,A05F,7.0656,30527.343
main,A05F,7.2728,28590.606
main,A05F,7.4860,27675.396
main,A05F,7.7056,27330.299
main,A05F,7.9315,28291.421
main,A05F,8.1641,27110.091
main,A05F,8.4035,26151.645
main,A05F,8.6499,24882.124
main,A05F,8.9036,23256.449
main,A05F,9.1647,21413.654
main,A05F,9.4334,20334.289
main,A05F,9.7101,19383.223
main,A05F,9.9948,18661.384
main,A05F,10.2879,17283.328
main,A05F,10.5896,16188.070
main,A05F,10.9001,14919.170
main,A05F,11.2198,14468.858
main,A05F,11.5488,13880.649
main,A05F,11.8874,14238.987
main,A05F,12.2360,13709.175
main,A05F,12.5949,12694.420
main,A05F,12.9642,12446.580
main,A05F,13.3444,11455.033
main,A05F,13.7357,10371.566
main,A05F,14.1385,9376.874
main,A05F,14.5531,8453.104
main,A05F,14.9798,7737.721
main,A05F,15.4191,6697.150
main,A05F,15.8713,6289.389
main,A05F,16.3367,5687.211
main,A05F,16.8157,5285.112
main,A05F,17.3089,4501.704
main,A05F,17.8164,4196.948
main,A05F,18.3389,3699.620
main,A05F,18.8767,3500.129
main,A05F,19.4302,3323.898
main,A05F,20.0000,3133.740
main,A06F,0.0200,28.142
main,A06F,0.0206,28.142
main,A06F,0.0212,28.142
main,A06F,0.0327,144.814
main,A06F,0.0336,144.814
main,A06F,0.0346,144.814
main,A06F,0.0357,144.814
main,A06F,0.0367,144.814
main,A06F,0.0389,225.687
main,A06F,0.0400,225.687
main,A06F,0.0412,225.687
main,A06F,0.0424,225.687
main,A06F,0.0490,418.045
main,A06F,0.0504,481.359
main,A06F,0.0519,481.359
main,A06F,0.0534,481.359
main,A06F,0.0550,481.359
main,A06F,0.0566,481.359
main,A06F,0.0583,517.548
main,A06F,0.0600,517.548
main,A06F,0.0617,517.548
main,A06F,0.0636,553.737
main,A06F,0.0654,177.641
main,A06F,0.0673,204.874
main,A06F,0.0693,204.874
main,A06F,0.0713,204.874
main,A06F,0.0734,204.874
main,A06F,0.0756,232.108
main,A06F,0.0778,272.615
main,A06F,0.0801,272.615
main,A06F,0.0824,221.342
main,A06F,0.0848,205.610
main,A06F,0.0873,245.952
main,A06F,0.0899,279.794
main,A06F,0.0925,279.794
main,A06F,0.0952,282.982
main,A06F,0.0980,320.215
main,A06F,0.1009,347.122
main,A06F,0.1039,347.122
main,A06F,0.1069,441.609
main,A06F,0.1101,441.609
main,A06F,0.1133,455.347
main,A06F,0.1166,436.862
main,A06F,0.1200,436.862
main,A06F,0.1235,449.313
main,A06F,0.1272,467.835
main,A06F,0.1309,605.053
main,A06F,0.1347,627.102
main,A06F,0.1387,615.505
main,A06F,0.1428,636.988
main,A06F,0.1469,769.461
main,A06F,0.1512,1320.059
main,A06F,0.1557,1320.059
main,A06F,0.1602,1320.059
main,A06F,0.1649,1644.923
main,A06F,0.1698,1912.412
main,A06F,0.1748,2028.714
main,A06F,0.1799,1496.561
main,A06F,0.1852,1496.561
main,A06F,0.1906,1476.160
main,A06F,0.1962,1445.015
main,A06F,0.2019,1484.207
main,A06F,0.2079,1484.207
main,A06F,0.2140,1049.844
main,A06F,0.2202,1077.807
main,A06F,0.2267,1068.680
main,A06F,0.2333,1225.318
main,A06F,0.2402,1249.112
main,A06F,0.2472,1357.998
main,A06F,0.2545,1330.905
main,A06F,0.2619,1418.178
main,A06F,0.2696,1430.302
main,A06F,0.2775,1742.968
main,A06F,0.2857,1729.616
main,A06F,0.2940,1711.311
main,A06F,0.3027,1736.203
main,A06F,0.3115,1737.903
main,A06F,0.3207,1774.585
main,A06F,0.3301,1804.882
main,A06F,0.3397,1794.693
main,A06F,0.3497,1929.597
main,A06F,0.3600,2256.577
main,A06F,0.3705,2399.570
main,A06F,0.3814,2447.285
main,A06F,0.3926,2442.737
main,A06F,0.4041,2401.287
main,A06F,0.4159,2466.112
main,A06F,0.4281,2759.313
main,A06F,0.4407,3129.794
main,A06F,0.4536,3549.063
main,A06F,0.4669,3398.245
main,A06F,0.4806,3592.131
main,A06F,0.4947,3958.105
main,A06F,0.5092,4169.524
main,A06F,0.5241,3904.926
main,A06F,0.5395,4513.177
main,A06F,0.5553,4509.420
main,A06F,0.5716,4852.251
main,A06F,0.5884,4362.271
main,A06F,0.6056,4422.583
main,A06F,0.6234,4528.314
main,A06F,0.6417,4513.961
main,A06F,0.6605,5272.205
main,A06F,0.6798,7094.211
main,A06F,0.6998,7950.007
main,A06F,0.7203,8344.364
main,A06F,0.7414,8345.663
main,A06F,0.7632,9114.160
main,A06F,0.7855,10377.902
main,A06F,0.8086,11223.965
main,A06F,0.8323,12446.601
main,A06F,0.8567,12662.820
main,A06F,0.8818,12112.816
main,A06F,0.9077,11074.878
main,A06F,0.9343,11519.140
main,A06F,0.9617,12046.229
main,A06F,0.9899,12162.667
main,A06F,1.0189,12048.724
main,A06F,1.0488,12625.076
main,A06F,1.0796,12767.825
main,A06F,1.1112,13440.928
main,A06F,1.1438,15337.665
main,A06F,1.1773,15711.027
main,A06F,1.2119,15422.668
main,A06F,1.2474,15707.857
main,A06F,1.2840,16754.071
main,A06F,1.3216,18087.134
main,A06F,1.3604,17755.018
main,A06F,1.4003,17656.596
main,A06F,1.4414,17621.850
main,A06F,1.4836,16588.615
main,A06F,1.5271,16778.090
main,A06F,1.5719,18189.378
main,A06F,1.6180,17948.947
main,A06F,1.6655,17876.078
main,A06F,1.7143,17494.460
main,A06F,1.7646,16927.508
main,A06F,1.8163,17309.451
main,A06F,1.8696,17882.215
main,A06F,1.9244,18197.925
main,A06F,1.9808,17785.698
main,A06F,2.0389,17297.781
main,A06F,2.0987,16874.757
main,A06F,2.1602,17060.282
main,A06F,2.2236,16835.014
main,A06F,2.2888,17532.319
main,A06F,2.3559,18276.465
main,A06F,2.4250,20268.804
main,A06F,2.4961,21410.292
main,A06F,2.5693,21781.789
main,A06F,2.6447,23920.299
main,A06F,2.7222,27061.134
main,A06F,2.8020,28938.065
main,A06F,2.8842,31955.845
main,A06F,2.9688,34889.393
main,A06F,3.0558,34811.640
main,A06F,3.1454,33291.088
main,A06F,3.2377,31208.445
main,A06F,3.3326,31340.925
main,A06F,3.4304,32026.081
main,A06F,3.5310,29157.355
main,A06F,3.6345,26804.955
main,A06F,3.7411,27127.362
main,A06F,3.8508,23585.556
main,A06F,3.9637,22159.471
main,A06F,4.0799,22606.868
main,A06F,4.1996,23798.777
main,A06F,4.3227,24135.987
main,A06F,4.4495,23459.280
main,A06F,4.5800,23575.319
main,A06F,4.7143,24003.359
main,A06F,4.8525,23002.350
main,A06F,4.9948,22642.962
main,A06F,5.1413,22377.979
main,A06F,5.2921,21914.986
main,A06F,5.4472,21630.886
main,A06F,5.6070,20402.296
main,A06F,5.7714,18607.456
main,A06F,5.9406,17527.405
main,A06F,6.1148,15901.379
main,A06F,6.2942,15696.583
main,A06F,6.4787,15133.115
main,A06F,6.6687,13101.700
main,A06F,6.8643,11994.029
main,A06F,7.0656,10900.693
main,A06F,7.2728,10134.724
main,A06F,7.4860,9375.586
main,A06F,7.7056,8684.920
main,A06F,7.9315,8354.976
main,A06F,8.1641,8228.105
main,A06F,8.4035,7875.886
main,A06F,8.6499,8070.617
main,A06F,8.9036,7796.312
main,A06F,9.1647,7833.788
main,A06F,9.4334,7887.949
main,A06F,9.7101,7793.249
main,A06F,9.9948,8257.367
main,A06F,10.2879,8260.124
main,A06F,10.5896,7762.097
main,A06F,10.9001,7127.824
main,A06F,11.2198,6403.603
main,A06F,11.5488,5616.743
main,A06F,11.8874,5048.494
main,A06F,12.2360,4485.232
main,A06F,12.5949,4143.303
main,A06F,12.9642,3507.399
main,A06F,13.3444,3045.234
main,A06F,13.7357,2578.400
main,A06F,14.1385,2498.343
main,A06F,14.5531,2381.648
main,A06F,14.9798,2377.377
main,A06F,15.4191,2249.689
main,A06F,15.8713,2068.183
main,A06F,16.3367,1867.544
main,A06F,16.8157,1702.532
main,A06F,17.3089,1606.701
main,A06F,17.8164,1393.677
main,A06F,18.3389,1296.337
main,A06F,18.8767,1159.041
main,A06F,19.4302,1056.778
main,A06F,20.0000,950.337
main,A07F,0.0200,19.559
main,A07F,0.0206,19.559
main,A07F,0.0212,19.559
main,A07F,0.0336,28.259
main,A07F,0.0346,28.259
main,A07F,0.0357,28.259
main,A07F,0.0367,28.259
main,A07F,0.0389,17.992
main,A07F,0.0400,17.992
main,A07F,0.0412,17.992
main,A07F,0.0424,17.992
main,A07F,0.0504,33.828
main,A07F,0.0519,33.828
main,A07F,0.0534,33.828
main,A07F,0.0550,33.828
main,A07F,0.0566,33.828
main,A07F,0.0583,27.230
main,A07F,0.0600,27.230
main,A07F,0.0617,27.230
main,A07F,0.0636,20.632
main,A07F,0.0673,78.739
main,A07F,0.0693,78.739
main,A07F,0.0713,78.739
main,A07F,0.0734,78.739
main,A07F,0.0756,105.235
main,A07F,0.0778,144.987
main,A07F,0.0801,144.987
main,A07F,0.0824,130.772
main,A07F,0.0848,130.772
main,A07F,0.0873,206.038
main,A07F,0.0899,213.764
main,A07F,0.0925,213.764
main,A07F,0.0952,213.819
main,A07F,0.0980,213.819
main,A07F,0.1009,203.698
main,A07F,0.1039,203.698
main,A07F,0.1069,241.830
main,A07F,0.1101,375.270
main,A07F,0.1133,429.035
main,A07F,0.1166,564.424
main,A07F,0.1200,564.424
main,A07F,0.1235,593.202
main,A07F,0.1272,616.086
main,A07F,0.1309,1469.951
main,A07F,0.1347,442.320
main,A07F,0.1387,477.119
main,A07F,0.1428,519.169
main,A07F,0.1469,519.169
main,A07F,0.1512,617.503
main,A07F,0.1557,557.105
main,A07F,0.1602,557.105
main,A07F,0.1649,746.636
main,A07F,0.1698,746.636
main,A07F,0.1748,1184.253
main,A07F,0.1799,1290.420
main,A07F,0.1852,852.922
main,A07F,0.1906,894.486
main,A07F,0.1962,940.612
main,A07F,0.2019,873.444
main,A07F,0.2079,873.444
main,A07F,0.2140,922.574
main,A07F,0.2202,738.276
main,A07F,0.2267,731.556
main,A07F,0.2333,803.692
main,A07F,0.2402,944.060
main,A07F,0.2472,838.775
main,A07F,0.2545,818.072
main,A07F,0.2619,924.112
main,A07F,0.2696,957.632
main,A07F,0.2775,1031.185
main,A07F,0.2857,1133.164
main,A07F,0.2940,1185.952
main,A07F,0.3027,1327.705
main,A07F,0.3115,1228.627
main,A07F,0.3207,1400.141
main,A07F,0.3301,1756.970
main,A07F,0.3397,1776.492
main,A07F,0.3497,1968.157
main,A07F,0.3600,1927.552
main,A07F,0.3705,1910.369
main,A07F,0.3814,1889.320
main,A07F,0.3926,1996.881
main,A07F,0.4041,1880.012
main,A07F,0.4159,1807.115
main,A07F,0.4281,1764.068
main,A07F,0.4407,1650.208
main,A07F,0.4536,1548.043
main,A07F,0.4669,1582.922
main,A07F,0.4806,1721.489
main,A07F,0.4947,1796.392
main,A07F,0.5092,1743.148
main,A07F,0.5241,1828.966
main,A07F,0.5395,1782.729
main,A07F,0.5553,1965.944
main,A07F,0.5716,2183.076
main,A07F,0.5884,2845.204
main,A07F,0.6056,3053.270
main,A07F,0.6234,3108.069
main,A07F,0.6417,3213.421
main,A07F,0.6605,3101.771
main,A07F,0.6798,3424.836
main,A07F,0.6998,3892.453
main,A07F,0.7203,4125.151
main,A07F,0.7414,4254.674
main,A07F,0.7632,4020.961
main,A07F,0.7855,4489.250
main,A07F,0.8086,4711.746
main,A07F,0.8323,4842.284
main,A07F,0.8567,5602.850
main,A07F,0.8818,6510.725
main,A07F,0.9077,7150.774
main,A07F,0.9343,7374.098
main,A07F,0.9617,7821.364
main,A07F,0.9899,8105.099
main,A07F,1.0189,8182.126
main,A07F,1.0488,7990.439
main,A07F,1.0796,8151.646
main,A07F,1.1112,8650.770
main,A07F,1.1438,9091.884
main,A07F,1.1773,9958.655
main,A07F,1.2119,11772.638
main,A07F,1.2474,12766.200
main,A07F,1.2840,12871.391
main,A07F,1.3216,12990.404
main,A07F,1.3604,13182.500
main,A07F,1.4003,13555.586
main,A07F,1.4414,13715.012
main,A07F,1.4836,12689.456
main,A07F,1.5271,11204.769
main,A07F,1.5719,11138.663
main,A07F,1.6180,9810.694
main,A07F,1.6655,9464.478
main,A07F,1.7143,8804.506
main,A07F,1.7646,8114.498
main,A07F,1.8163,7247.628
main,A07F,1.8696,6544.957
main,A07F,1.9244,6053.685
main,A07F,1.9808,5478.754
main,A07F,2.0389,5177.151
main,A07F,2.0987,4935.017
main,A07F,2.1602,4747.815
main,A07F,2.2236,4227.946
main,A07F,2.2888,3878.222
main,A07F,2.3559,3709.904
main,A07F,2.4250,3650.884
main,A07F,2.4961,3740.874
main,A07F,2.5693,3890.533
main,A07F,2.6447,3720.898
main,A07F,2.7222,3739.364
main,A07F,2.8020,3677.755
main,A07F,2.8842,3187.030
main,A07F,2.9688,3101.880
main,A07F,3.0558,2950.020
main,A07F,3.1454,3175.150
main,A07F,3.2377,3025.057
main,A07F,3.3326,2750.537
main,A07F,3.4304,2599.976
main,A07F,3.5310,2335.997
main,A07F,3.6345,2216.473
main,A07F,3.7411,2152.097
main,A07F,3.8508,2283.752
main,A07F,3.9637,2205.155
main,A07F,4.0799,2038.827
main,A07F,4.1996,2005.747
main,A07F,4.3227,1959.073
main,A07F,4.4495,1789.507
main,A07F,4.5800,1654.508
main,A07F,4.7143,1333.560
main,A07F,4.8525,1046.252
main,A07F,4.9948,721.562
main,A07F,5.1413,548.168
main,A07F,5.2921,503.787
main,A07F,5.4472,484.347
main,A07F,5.6070,461.161
main,A07F,5.7714,457.376
main,A07F,5.9406,473.495
main,A07F,6.1148,495.314
main,A07F,6.2942,574.441
main,A07F,6.4787,640.008
main,A07F,6.6687,825.771
main,A07F,6.8643,929.454
main,A07F,7.0656,950.323
main,A07F,7.2728,917.854
main,A07F,7.4860,849.531
main,A07F,7.7056,715.954
main,A07F,7.9315,665.022
main,A07F,8.1641,609.848
main,A07F,8.4035,591.221
main,A07F,8.6499,567.372
main,A07F,8.9036,515.987
main,A07F,9.1647,481.440
main,A07F,9.4334,445.418
main,A07F,9.7101,407.226
main,A07F,9.9948,408.021
main,A07F,10.2879,413.353
main,A07F,10.5896,397.036
main,A07F,10.9001,385.028
main,A07F,11.2198,334.595
main,A07F,11.5488,315.756
main,A07F,11.8874,302.362
main,A07F,12.2360,293.630
main,A07F,12.5949,293.011
main,A07F,12.9642,281.890
main,A07F,13.3444,265.739
main,A07F,13.7357,249.004
main,A07F,14.1385,222.484
main,A07F,14.5531,209.206
main,A07F,14.9798,203.529
main,A07F,15.4191,195.759
main,A07F,15.8713,191.066
main,A07F,16.3367,192.581
main,A07F,16.8157,183.817
main,A07F,17.3089,164.436
main,A07F,17.8164,152.900
main,A07F,18.3389,147.775
main,A07F,18.8767,143.655
main,A07F,19.4302,137.813
main,A07F,20.0000,130.719
main,A08F,0.0200,33.043
main,A08F,0.0309,104.881
main,A08F,0.0318,104.881
main,A08F,0.0327,104.881
main,A08F,0.0336,104.881
main,A08F,0.0346,104.881
main,A08F,0.0357,104.881
main,A08F,0.0367,104.881
main,A08F,0.0389,77.984
main,A08F,0.0400,77.984
main,A08F,0.0462,16.268
main,A08F,0.0476,28.170
main,A08F,0.0490,28.170
main,A08F,0.0504,40.072
main,A08F,0.0519,40.072
main,A08F,0.0534,40.072
main,A08F,0.0550,40.072
main,A08F,0.0566,40.072
main,A08F,0.0583,38.111
main,A08F,0.0600,38.111
main,A08F,0.0617,76.978
main,A08F,0.0636,84.374
main,A08F,0.0654,84.374
main,A08F,0.0673,90.539
main,A08F,0.0693,90.539
main,A08F,0.0713,90.539
main,A08F,0.0734,90.539
main,A08F,0.0756,96.703
main,A08F,0.0778,162.327
main,A08F,0.0801,162.327
main,A08F,0.0824,182.009
main,A08F,0.0848,182.009
main,A08F,0.0873,203.546
main,A08F,0.0899,245.152
main,A08F,0.0925,221.568
main,A08F,0.0952,241.331
main,A08F,0.0980,241.331
main,A08F,0.1009,275.454
main,A08F,0.1039,275.454
main,A08F,0.1069,199.744
main,A08F,0.1101,199.744
main,A08F,0.1133,211.358
main,A08F,0.1166,213.946
main,A08F,0.1200,213.946
main,A08F,0.1235,262.106
main,A08F,0.1272,258.502
main,A08F,0.1309,258.502
main,A08F,0.1347,300.561
main,A08F,0.1387,356.315
main,A08F,0.1428,462.273
main,A08F,0.1469,462.273
main,A08F,0.1512,540.874
main,A08F,0.1557,564.208
main,A08F,0.1602,564.208
main,A08F,0.1649,641.094
main,A08F,0.1698,692.683
main,A08F,0.1748,714.188
main,A08F,0.1799,762.262
main,A08F,0.1852,975.216
main,A08F,0.1906,918.250
main,A08F,0.1962,918.250
main,A08F,0.2019,860.410
main,A08F,0.2079,860.410
main,A08F,0.2140,914.570
main,A08F,0.2202,939.593
main,A08F,0.2267,930.061
main,A08F,0.2333,1161.501
main,A08F,0.2402,1110.705
main,A08F,0.2472,1055.739
main,A08F,0.2545,1156.548
main,A08F,0.2619,1127.319
main,A08F,0.2696,1228.324
main,A08F,0.2775,1351.228
main,A08F,0.2857,1331.324
main,A08F,0.2940,1377.702
main,A08F,0.3027,1338.108
main,A08F,0.3115,1515.577
main,A08F,0.3207,1835.111
main,A08F,0.3301,1928.509
main,A08F,0.3397,2055.806
main,A08F,0.3497,2570.505
main,A08F,0.3600,2613.296
main,A08F,0.3705,3121.719
main,A08F,0.3814,3400.725
main,A08F,0.3926,4197.745
main,A08F,0.4041,3674.699
main,A08F,0.4159,3471.865
main,A08F,0.4281,3564.522
main,A08F,0.4407,3277.757
main,A08F,0.4536,3604.454
main,A08F,0.4669,3218.487
main,A08F,0.4806,3538.966
main,A08F,0.4947,3679.365
main,A08F,0.5092,3594.375
main,A08F,0.5241,4129.129
main,A08F,0.5395,4235.148
main,A08F,0.5553,4679.978
main,A08F,0.5716,5503.596
main,A08F,0.5884,6298.888
main,A08F,0.6056,6269.433
main,A08F,0.6234,6744.966
main,A08F,0.6417,6998.798
main,A08F,0.6605,7091.296
main,A08F,0.6798,7145.379
main,A08F,0.6998,7311.333
main,A08F,0.7203,6874.384
main,A08F,0.7414,6168.063
main,A08F,0.7632,5888.573
main,A08F,0.7855,5783.804
main,A08F,0.8086,5360.200
main,A08F,0.8323,5197.574
main,A08F,0.8567,4706.417
main,A08F,0.8818,5045.453
main,A08F,0.9077,5006.317
main,A08F,0.9343,5183.707
main,A08F,0.9617,5637.809
main,A08F,0.9899,5989.722
main,A08F,1.0189,6249.446
main,A08F,1.0488,6786.897
main,A08F,1.0796,6837.657
main,A08F,1.1112,7181.150
main,A08F,1.1438,8086.451
main,A08F,1.1773,8471.216
main,A08F,1.2119,8983.787
main,A08F,1.2474,8521.072
main,A08F,1.2840,8425.475
main,A08F,1.3216,9574.463
main,A08F,1.3604,11239.510
main,A08F,1.4003,11239.102
main,A08F,1.4414,12197.468
main,A08F,1.4836,12336.262
main,A08F,1.5271,13116.164
main,A08F,1.5719,14012.433
main,A08F,1.6180,14494.240
main,A08F,1.6655,15882.416
main,A08F,1.7143,17955.351
main,A08F,1.7646,19383.967
main,A08F,1.8163,21061.806
main,A08F,1.8696,22328.827
main,A08F,1.9244,24462.178
main,A08F,1.9808,26082.880
main,A08F,2.0389,27248.486
main,A08F,2.0987,28781.168
main,A08F,2.1602,27932.849
main,A08F,2.2236,28159.038
main,A08F,2.2888,28225.678
main,A08F,2.3559,25944.452
main,A08F,2.4250,27039.320
main,A08F,2.4961,27236.620
main,A08F,2.5693,28744.792
main,A08F,2.6447,28853.996
main,A08F,2.7222,28400.000
main,A08F,2.8020,29315.653
main,A08F,2.8842,29132.115
main,A08F,2.9688,28611.571
main,A08F,3.0558,28168.231
main,A08F,3.1454,27029.589
main,A08F,3.2377,25016.334
main,A08F,3.3326,23709.649
main,A08F,3.4304,21339.783
main,A08F,3.5310,20718.138
main,A08F,3.6345,19795.797
main,A08F,3.7411,19377.395
main,A08F,3.8508,19175.087
main,A08F,3.9637,20340.387
main,A08F,4.0799,20889.961
main,A08F,4.1996,22060.265
main,A08F,4.3227,22668.733
main,A08F,4.4495,23724.521
main,A08F,4.5800,24880.042
main,A08F,4.7143,25449.766
main,A08F,4.8525,24923.729
main,A08F,4.9948,24946.524
main,A08F,5.1413,25903.104
main,A08F,5.2921,26271.464
main,A08F,5.4472,27435.545
main,A08F,5.6070,29385.774
main,A08F,5.7714,30459.606
main,A08F,5.9406,32651.039
main,A08F,6.1148,32913.607
main,A08F,6.2942,33024.541
main,A08F,6.4787,33620.615
main,A08F,6.6687,31359.930
main,A08F,6.8643,30668.247
main,A08F,7.0656,30155.734
main,A08F,7.2728,28599.087
main,A08F,7.4860,25643.963
main,A08F,7.7056,23879.007
main,A08F,7.9315,22441.034
main,A08F,8.1641,22106.492
main,A08F,8.4035,19957.461
main,A08F,8.6499,19894.667
main,A08F,8.9036,18190.120
main,A08F,9.1647,17658.414
main,A08F,9.4334,17227.264
main,A08F,9.7101,16684.232
main,A08F,9.9948,15582.441
main,A08F,10.2879,14521.458
main,A08F,10.5896,13468.936
main,A08F,10.9001,13354.201
main,A08F,11.2198,13762.171
main,A08F,11.5488,13518.765
